bill_number,session,session_type,action_date,action,order
SB15-053,2015,RS,2015-04-06,Governor Signed,11
SB15-054,2015,RS,2015-01-12,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",1
SB15-054,2015,RS,2015-01-27,"Senate Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
SB15-055,2015,RS,2015-01-12,"Introduced In Senate - Assigned to Agriculture, Natural Resources, & Energy",1
SB15-055,2015,RS,2015-02-05,"Senate Committee on Agriculture, Natural Resources, & Energy Refer Amended to Senate Committee of the Whole",2
SB15-055,2015,RS,2015-02-10,Senate Second Reading Passed with Amendments - Committee,3
SB15-055,2015,RS,2015-02-11,Senate Third Reading Passed - No Amendments,4
SB15-055,2015,RS,2015-02-17,"Introduced In House - Assigned to Agriculture, Livestock, & Natural Resources",5
SB15-055,2015,RS,2015-03-02,"House Committee on Agriculture, Livestock, & Natural Resources Refer Unamended to House Committee of the Whole",6
SB15-055,2015,RS,2015-03-06,House Second Reading Passed - No Amendments,7
SB15-055,2015,RS,2015-03-09,House Third Reading Passed - No Amendments,8
SB15-055,2015,RS,2015-03-19,Signed by the President of the Senate,9
SB15-055,2015,RS,2015-03-25,Sent to the Governor,10
SB15-055,2015,RS,2015-03-26,Governor Signed,11
SB15-056,2015,RS,2015-01-12,Introduced In Senate - Assigned to Education,1
SB15-056,2015,RS,2015-04-09,Senate Committee on Education Refer Unamended to Appropriations,2
SB15-056,2015,RS,2015-04-30,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,3
SB15-056,2015,RS,2015-05-04,Senate Second Reading Special Order - Passed with Amendments - Floor,4
SB15-056,2015,RS,2015-05-05,Senate Third Reading Passed - No Amendments,5
SB15-056,2015,RS,2015-05-05,Introduced In House - Assigned to Judiciary,6
SB15-056,2015,RS,2015-05-05,House Committee on Judiciary Refer Unamended to Appropriations,7
SB15-056,2015,RS,2015-05-05,House Committee on Appropriations Refer Amended to House Committee of the Whole,8
SB15-056,2015,RS,2015-05-05,House Second Reading Passed with Amendments - Committee,9
SB15-056,2015,RS,2015-05-06,House Third Reading Passed - No Amendments,10
SB15-056,2015,RS,2015-05-06,Senate Considered House Amendments - Result was to Concur - Repass,11
SB15-056,2015,RS,2015-05-13,Signed by the President of the Senate,12
SB15-056,2015,RS,2015-05-14,Sent to the Governor,13
SB15-056,2015,RS,2015-05-14,Signed by the Speaker of the House,14
SB15-056,2015,RS,2015-05-20,Governor Signed,15
SB15-057,2015,RS,2015-01-12,"Introduced In Senate - Assigned to Business, Labor, & Technology",1
SB15-057,2015,RS,2015-01-26,"Senate Committee on Business, Labor, & Technology Refer Amended - Consent Calendar to Senate Committee of the Whole",2
SB15-057,2015,RS,2015-01-29,Senate Second Reading Passed with Amendments - Committee,3
SB15-057,2015,RS,2015-01-30,Senate Third Reading Laid Over Daily - No Amendments,4
SB15-057,2015,RS,2015-02-02,Senate Third Reading Passed - No Amendments,5
SB15-057,2015,RS,2015-02-04,Introduced In House - Assigned to Business Affairs and Labor,6
SB15-057,2015,RS,2015-02-24,House Committee on Business Affairs and Labor Refer Unamended to House Committee of the Whole,7
SB15-057,2015,RS,2015-02-27,House Second Reading Passed - No Amendments,8
SB15-057,2015,RS,2015-03-02,House Third Reading Passed - No Amendments,9
SB15-057,2015,RS,2015-03-10,Signed by the President of the Senate,10
SB15-057,2015,RS,2015-03-12,Sent to the Governor,11
SB15-057,2015,RS,2015-03-18,Governor Signed,12
SB15-058,2015,RS,2015-01-12,Introduced In Senate - Assigned to Judiciary,1
SB15-058,2015,RS,2015-02-09,Senate Committee on Judiciary Refer Amended to Senate Committee of the Whole,2
SB15-058,2015,RS,2015-02-12,Senate Second Reading Passed with Amendments - Committee,3
SB15-058,2015,RS,2015-02-13,Senate Third Reading Passed - No Amendments,4
SB15-058,2015,RS,2015-02-17,Introduced In House - Assigned to Judiciary,5
SB15-058,2015,RS,2015-03-19,House Committee on Judiciary Refer Unamended to House Committee of the Whole,6
SB15-058,2015,RS,2015-03-23,House Second Reading Laid Over Daily - No Amendments,7
SB15-058,2015,RS,2015-03-24,House Second Reading Passed with Amendments - Floor,8
SB15-058,2015,RS,2015-03-25,House Third Reading Passed - No Amendments,9
SB15-058,2015,RS,2015-03-26,Senate Considered House Amendments - Result was to Concur - Repass,10
SB15-058,2015,RS,2015-04-06,Signed by the President of the Senate,11
SB15-058,2015,RS,2015-04-09,Signed by the Speaker of the House,12
SB15-058,2015,RS,2015-04-09,Sent to the Governor,13
SB15-058,2015,RS,2015-04-16,Governor Signed,14
SB15-059,2015,RS,2015-01-12,Introduced In Senate - Assigned to Judiciary,1
SB15-059,2015,RS,2015-02-25,Senate Committee on Judiciary Postpone Indefinitely,2
SB15-060,2015,RS,2015-01-12,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",1
SB15-060,2015,RS,2015-02-02,"Senate Committee on State, Veterans, & Military Affairs Refer Amended - Consent Calendar to Senate Committee of the Whole",2
SB15-060,2015,RS,2015-02-04,Senate Second Reading Special Order - Passed with Amendments - Committee,3
SB15-060,2015,RS,2015-02-05,Senate Third Reading Passed - No Amendments,4
SB15-060,2015,RS,2015-02-10,"Introduced In House - Assigned to State, Veterans, & Military Affairs",5
SB15-060,2015,RS,2015-03-25,"House Committee on State, Veterans, & Military Affairs Refer Unamended to House Committee of the Whole",6
SB15-060,2015,RS,2015-03-27,House Second Reading Passed - No Amendments,7
SB15-060,2015,RS,2015-03-30,House Third Reading Passed - No Amendments,8
SB15-060,2015,RS,2015-04-16,Signed by the President of the Senate,9
SB15-060,2015,RS,2015-04-17,Signed by the Speaker of the House,10
SB15-060,2015,RS,2015-04-23,Sent to the Governor,11
SB15-060,2015,RS,2015-05-01,Governor Signed,12
SB15-061,2015,RS,2015-01-12,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",1
SB15-061,2015,RS,2015-01-28,"Senate Committee on State, Veterans, & Military Affairs Refer Unamended to Senate Committee of the Whole",2
SB15-061,2015,RS,2015-02-02,Senate Second Reading Laid Over Daily - No Amendments,3
SB15-061,2015,RS,2015-02-03,Senate Second Reading Passed - No Amendments,4
SB15-061,2015,RS,2015-02-04,Senate Third Reading Laid Over to 02/12/2015 - No Amendments,5
SB15-061,2015,RS,2015-02-12,Senate Third Reading Laid Over Daily - No Amendments,6
SB15-061,2015,RS,2015-02-13,Senate Third Reading Laid Over Daily - No Amendments,7
SB15-061,2015,RS,2015-02-17,Senate Third Reading Laid Over to 02/24/2015 - No Amendments,8
SB15-061,2015,RS,2015-02-24,Senate Third Reading Passed - No Amendments,9
SB15-061,2015,RS,2015-02-27,"Introduced In House - Assigned to State, Veterans, & Military Affairs",10
SB15-061,2015,RS,2015-03-25,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",11
SB15-062,2015,RS,2015-01-12,Introduced In Senate - Assigned to Education,1
SB15-062,2015,RS,2015-01-22,Senate Committee on Education Postpone Indefinitely,2
SB15-063,2015,RS,2015-01-12,"Introduced In Senate - Assigned to Agriculture, Natural Resources, & Energy",1
SB15-063,2015,RS,2015-02-11,"Senate Committee on Agriculture, Natural Resources, & Energy Refer Amended to Appropriations",2
SB15-063,2015,RS,2015-04-10,Senate Committee on Appropriations Postpone Indefinitely,3
SB15-064,2015,RS,2015-01-14,"Introduced In Senate - Assigned to Agriculture, Natural Resources, & Energy",1
SB15-064,2015,RS,2015-02-12,"Senate Committee on Agriculture, Natural Resources, & Energy Refer Amended to Senate Committee of the Whole",2
SB15-064,2015,RS,2015-02-18,Senate Second Reading Passed with Amendments - Committee,3
SB15-064,2015,RS,2015-02-19,Senate Third Reading Passed - No Amendments,4
SB15-064,2015,RS,2015-03-02,"Introduced In House - Assigned to State, Veterans, & Military Affairs",5
SB15-064,2015,RS,2015-03-16,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",6
SB15-065,2015,RS,2015-01-14,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",1
SB15-065,2015,RS,2015-02-03,"Senate Committee on State, Veterans, & Military Affairs Refer Amended to Senate Committee of the Whole",2
SB15-065,2015,RS,2015-02-06,Senate Second Reading Passed with Amendments - Committee,3
SB15-065,2015,RS,2015-02-09,Senate Third Reading Passed - No Amendments,4
SB15-065,2015,RS,2015-02-10,Introduced In House - Assigned to Public Health Care & Human Services,5
SB15-065,2015,RS,2015-03-24,House Committee on Public Health Care & Human Services Refer Amended to House Committee of the Whole,6
SB15-065,2015,RS,2015-03-27,House Second Reading Passed with Amendments - Committee,7
SB15-065,2015,RS,2015-03-30,House Third Reading Passed - No Amendments,8
SB15-065,2015,RS,2015-03-31,Senate Considered House Amendments - Result was to Concur - Repass,9
SB15-065,2015,RS,2015-04-16,Signed by the President of the Senate,10
SB15-065,2015,RS,2015-04-17,Signed by the Speaker of the House,11
SB15-065,2015,RS,2015-04-23,Sent to the Governor,12
SB15-065,2015,RS,2015-05-01,Governor Signed,13
SB15-066,2015,RS,2015-01-14,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",1
SB15-066,2015,RS,2015-01-28,"Senate Committee on State, Veterans, & Military Affairs Witness Testimony and/or Committee Discussion Only",2
SB15-066,2015,RS,2015-02-02,"Senate Committee on State, Veterans, & Military Affairs Postpone Indefinitely",3
SB15-067,2015,RS,2015-01-14,Introduced In Senate - Assigned to Judiciary,1
SB15-067,2015,RS,2015-01-28,Senate Committee on Judiciary Refer Unamended to Appropriations,2
SB15-067,2015,RS,2015-04-10,Senate Committee on Appropriations Refer Amended to Senate Committee of the Whole,3
SB15-067,2015,RS,2015-04-14,Senate Second Reading Passed with Amendments - Committee,4
SB15-067,2015,RS,2015-04-15,Senate Third Reading Passed - No Amendments,5
SB15-067,2015,RS,2015-04-16,Introduced In House - Assigned to Judiciary,6
SB15-067,2015,RS,2015-04-28,House Committee on Judiciary Refer Amended to Appropriations,7
SB15-067,2015,RS,2015-05-01,House Committee on Appropriations Refer Unamended to House Committee of the Whole,8
SB15-067,2015,RS,2015-05-01,House Second Reading Special Order - Laid Over Daily with Amendments - Committee,9
SB15-067,2015,RS,2015-05-04,"House Second Reading Special Order - Passed with Amendments - Committee, Floor",10
SB15-067,2015,RS,2015-05-06,House Third Reading Passed with Amendments - Floor,11
SB15-067,2015,RS,2015-05-06,Senate Considered House Amendments - Result was to Concur - Repass,12
SB15-067,2015,RS,2015-05-18,Signed by the President of the Senate,13
SB15-067,2015,RS,2015-05-18,Signed by the Speaker of the House,14
SB15-067,2015,RS,2015-05-18,Sent to the Governor,15
SB15-068,2015,RS,2015-01-14,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",1
SB15-068,2015,RS,2015-02-02,"Senate Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
SB15-069,2015,RS,2015-01-14,"Introduced In Senate - Assigned to Business, Labor, & Technology",1
SB15-069,2015,RS,2015-02-09,"Senate Committee on Business, Labor, & Technology Refer Unamended to Appropriations",2
SB15-069,2015,RS,2015-03-13,Senate Committee on Appropriations Refer Amended to Senate Committee of the Whole,3
SB15-069,2015,RS,2015-03-17,Senate Second Reading Laid Over to 03/20/2015 - No Amendments,4
SB15-069,2015,RS,2015-03-20,Senate Second Reading Passed with Amendments - Committee,5
SB15-069,2015,RS,2015-03-23,Senate Third Reading Laid Over Daily - No Amendments,6
SB15-069,2015,RS,2015-03-24,Senate Third Reading Passed - No Amendments,7
SB15-069,2015,RS,2015-03-27,"Introduced In House - Assigned to State, Veterans, & Military Affairs",8
SB15-069,2015,RS,2015-04-20,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",9
SB15-070,2015,RS,2015-01-14,Introduced In Senate - Assigned to Health & Human Services,1
SB15-070,2015,RS,2015-02-11,Senate Committee on Health & Human Services Postpone Indefinitely,2
SB15-071,2015,RS,2015-01-14,Introduced In Senate - Assigned to Health & Human Services,1
SB15-071,2015,RS,2015-01-29,Senate Committee on Health & Human Services Refer Amended to Senate Committee of the Whole,2
SB15-071,2015,RS,2015-02-04,"Senate Second Reading Special Order - Passed with Amendments - Committee, Floor",3
SB15-071,2015,RS,2015-02-05,Senate Third Reading Passed - No Amendments,4
SB15-071,2015,RS,2015-02-10,"Introduced In House - Assigned to Health, Insurance, & Environment",5
SB15-071,2015,RS,2015-03-05,"House Committee on Health, Insurance, & Environment Refer Unamended to House Committee of the Whole",6
SB15-071,2015,RS,2015-03-09,House Second Reading Passed - No Amendments,7
SB15-071,2015,RS,2015-03-10,House Third Reading Passed - No Amendments,8
SB15-071,2015,RS,2015-03-19,Signed by the President of the Senate,9
SB15-071,2015,RS,2015-03-25,Sent to the Governor,10
SB15-071,2015,RS,2015-04-03,Governor Signed,11
SB15-072,2015,RS,2015-01-14,Introduced In Senate - Assigned to Education,1
SB15-072,2015,RS,2015-04-23,Senate Committee on Education Postpone Indefinitely,2
SB15-073,2015,RS,2015-01-14,Introduced In Senate - Assigned to Education + Finance,1
SB15-073,2015,RS,2015-04-09,Senate Committee on Education Postpone Indefinitely,2
SB15-074,2015,RS,2015-01-14,Introduced In Senate - Assigned to Health & Human Services,1
SB15-074,2015,RS,2015-02-05,Senate Committee on Health & Human Services Refer Amended to Senate Committee of the Whole,2
SB15-074,2015,RS,2015-02-10,"Senate Second Reading Passed with Amendments - Committee, Floor",3
SB15-074,2015,RS,2015-02-11,Senate Third Reading Passed - No Amendments,4
SB15-074,2015,RS,2015-02-17,"Introduced In House - Assigned to State, Veterans, & Military Affairs",5
SB15-074,2015,RS,2015-03-16,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",6
SB15-075,2015,RS,2015-01-14,"Introduced In Senate - Assigned to Agriculture, Natural Resources, & Energy",1
SB15-075,2015,RS,2015-02-04,"Senate Committee on Agriculture, Natural Resources, & Energy Postpone Indefinitely",2
SB15-076,2015,RS,2015-01-14,"Introduced In Senate - Assigned to Agriculture, Natural Resources, & Energy",1
SB15-076,2015,RS,2015-04-30,"Senate Committee on Agriculture, Natural Resources, & Energy Postpone Indefinitely",2
SB15-077,2015,RS,2015-01-14,Introduced In Senate - Assigned to Education,1
SB15-077,2015,RS,2015-02-05,Senate Committee on Education Refer Amended to Senate Committee of the Whole,2
SB15-077,2015,RS,2015-02-11,"Senate Second Reading Passed with Amendments - Committee, Floor",3
SB15-077,2015,RS,2015-02-12,Senate Third Reading Passed - No Amendments,4
SB15-077,2015,RS,2015-02-17,Introduced In House - Assigned to Public Health Care & Human Services,5
SB15-077,2015,RS,2015-03-17,House Committee on Public Health Care & Human Services Postpone Indefinitely,6
SB15-078,2015,RS,2015-01-14,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",1
SB15-078,2015,RS,2015-02-04,"Senate Committee on State, Veterans, & Military Affairs Refer Amended to Appropriations",2
SB15-078,2015,RS,2015-03-13,Senate Committee on Appropriations Refer Amended to Senate Committee of the Whole,3
SB15-078,2015,RS,2015-03-17,Senate Second Reading Passed with Amendments - Committee,4
SB15-078,2015,RS,2015-03-18,Senate Third Reading Passed - No Amendments,5
SB15-078,2015,RS,2015-03-23,"Introduced In House - Assigned to State, Veterans, & Military Affairs",6
SB15-078,2015,RS,2015-04-01,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",7
SB15-079,2015,RS,2015-01-14,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",1
SB15-079,2015,RS,2015-03-11,"Senate Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
SB15-080,2015,RS,2015-01-14,Introduced In Senate - Assigned to Finance,1
SB15-080,2015,RS,2015-02-10,Senate Committee on Finance Refer Amended to Senate Committee of the Whole,2
SB15-080,2015,RS,2015-02-13,Senate Second Reading Passed with Amendments - Committee,3
SB15-080,2015,RS,2015-02-17,Senate Third Reading Passed - No Amendments,4
SB15-080,2015,RS,2015-02-17,Senate Third Reading Reconsidered - No Amendments,5
SB15-080,2015,RS,2015-02-17,Senate Third Reading Passed - No Amendments,6
SB15-080,2015,RS,2015-02-20,"Introduced In House - Assigned to State, Veterans, & Military Affairs + Finance",7
